fecha,store_id,producto_id,stock_disponible,stock_transito,demanda_promedio_diaria,demanda_std_diaria,categoria,tiempo_entrega_dias,precio_venta,stock_total,days_of_supply,stock_seguridad,reorder_point,stock_objetivo,cantidad_pedir,accion
2024-03-30,S004,SIE-002,5,2,0.5555555555555556,0.5427998805840394,Sierras electricas,3,196000,7,12.6,2.0,3.666666666666667,10.333333333333334,3.0,OK
2024-03-30,S004,SIE-003,5,0,0.5333333333333333,0.5016825622427263,Sierras electricas,4,152500,5,9.375,2.0,4.133333333333333,10.0,5.0,OK
2024-03-30,S004,SIE-004,6,0,0.4666666666666667,0.5236003278940785,Sierras electricas,3,158100,6,12.857142857142858,1.0,2.4,8.0,2.0,OK
2024-03-30,S004,SIE-005,4,0,0.4444444444444444,0.4996877926639076,Sierras electricas,2,106800,4,9.0,1.0,1.8888888888888888,7.666666666666666,4.0,OK
2024-03-30,S004,SIE-006,7,2,0.5111111111111111,0.5026769786045272,Sierras electricas,3,121000,9,17.608695652173914,1.0,2.533333333333333,8.666666666666666,0.0,OK
2024-03-30,S004,TAL-001,5,2,0.6111111111111112,0.5746409615634938,Taladros,4,102300,7,11.454545454545453,2.0,4.444444444444445,11.166666666666668,4.0,OK
2024-03-30,S004,TAL-002,6,0,0.6333333333333333,0.5289378799999829,Taladros,5,101500,6,9.473684210526317,2.0,5.166666666666666,11.5,6.0,OK
2024-03-30,S004,TAL-003,7,0,0.7333333333333333,0.5363212185231927,Taladros,2,222200,7,9.545454545454547,1.0,2.466666666666667,12.0,5.0,OK
2024-03-30,S004,TAL-004,6,0,0.7,0.5698412946808923,Taladros,2,57500,6,8.571428571428571,1.0,2.4,11.5,6.0,OK
2024-03-30,S004,TAL-005,7,4,0.7444444444444445,0.5720279538842212,Taladros,5,237500,11,14.776119402985074,2.0,5.722222222222222,13.166666666666668,2.0,OK
2024-03-30,S004,TAL-006,10,0,0.6888888888888889,0.5537298340243545,Taladros,2,249100,10,14.516129032258064,1.0,2.3777777777777778,11.333333333333334,1.0,OK
2024-03-30,S004,TAL-007,10,0,0.6888888888888889,0.5537298340243545,Taladros,2,207100,10,14.516129032258064,1.0,2.3777777777777778,11.333333333333334,1.0,OK
2024-03-30,S004,TAL-008,9,0,0.7888888888888889,0.5082343183484034,Taladros,3,114800,9,11.408450704225352,1.0,3.3666666666666667,12.833333333333332,4.0,OK
